Month,Payment Date,Payment,Interest,Principal,Remaining Principal
90,2024-04,1468.1206852205041,935.7238538690148,532.3968313514894,248993.9642003858
91,2024-05,1468.1206852205041,933.7273657514467,534.3933194690575,248459.57088091673
92,2024-06,1468.1206852205041,931.7233908034377,536.3972944170664,247923.17358649967
93,2024-07,1468.1206852205041,929.7119009493738,538.4087842711303,247384.76480222854
94,2024-08,1468.1206852205041,927.692868008357,540.4278172121471,246844.3369850164
95,2024-09,1468.1206852205041,925.6662636938114,542.4544215266927,246301.8825634897
96,2024-10,1468.1206852205041,923.6320596130863,544.4886256074178,245757.39393788227
97,2024-11,1468.1206852205041,921.5902272670585,546.5304579534456,245210.8634799288
98,2024-12,1468.1206852205041,919.540738049733,548.5799471707711,244662.28353275804
99,2025-01,1468.1206852205041,917.4835632478427,550.6371219726615,244111.64641078538
100,2025-02,1468.1206852205041,915.4186740404451,552.702011180059,243558.94439960533
101,2025-03,1468.1206852205041,913.34604149852,554.7746437219841,243004.16975588334
102,2025-04,1468.1206852205041,911.2656365845625,556.8550486359417,242447.3147072474
103,2025-05,1468.1206852205041,909.1774301521777,558.9432550683264,241888.37145217907
104,2025-06,1468.1206852205041,907.0813929456715,561.0392922748326,241327.33215990424
105,2025-07,1468.1206852205041,904.9774955996409,563.1431896208633,240764.18897028337
106,2025-08,1468.1206852205041,902.8657086385626,565.2549765819415,240198.93399370144
107,2025-09,1468.1206852205041,900.7460024763803,567.3746827441238,239631.55931095732
108,2025-10,1468.1206852205041,898.6183474160899,569.5023378044142,239062.0569731529
109,2025-11,1468.1206852205041,896.4827136493234,571.6379715711807,238490.41900158173
110,2025-12,1468.1206852205041,894.3390712559315,573.7816139645727,237916.63738761717
111,2026-01,1468.1206852205041,892.1873902035644,575.9332950169397,237340.70409260024
112,2026-02,1468.1206852205041,890.0276403472509,578.0930448732532,236762.611047727
113,2026-03,1468.1206852205041,887.8597914289762,580.2608937915279,236182.35015393546
114,2026-04,1468.1206852205041,885.6838130772579,582.4368721432462,235599.91328179222
115,2026-05,1468.1206852205041,883.4996748067208,584.6210104137833,235015.29227137845
116,2026-06,1468.1206852205041,881.3073460176691,586.813339202835,234428.4789321756
117,2026-07,1468.1206852205041,879.1067959956586,589.0138892248456,233839.46504295076
118,2026-08,1468.1206852205041,876.8979939110653,591.2226913094388,233248.24235164133
119,2026-09,1468.1206852205041,874.680908818655,593.4397764018491,232654.80257523948
120,2026-10,1468.1206852205041,872.455509657148,595.6651755633561,232059.1373996761
121,2026-11,1468.1206852205041,870.2217652487853,597.8989199717188,231461.2384797044
122,2026-12,1468.1206852205041,867.9796442988915,600.1410409216127,230861.09743878277
123,2027-01,1468.1206852205041,865.7291153954353,602.3915698250688,230258.7058689577
124,2027-02,1468.1206852205041,863.4701470085914,604.6505382119127,229654.0553307458
125,2027-03,1468.1206852205041,861.2027074902967,606.9179777302074,229047.13735301557
126,2027-04,1468.1206852205041,858.9267650738084,609.1939201466957,228437.94343286887
127,2027-05,1468.1206852205041,856.6422878732582,611.478397347246,227826.46503552163
128,2027-06,1468.1206852205041,854.3492438832061,613.771441337298,227212.69359418433
129,2027-07,1468.1206852205041,852.0476009781912,616.0730842423129,226596.620509942
130,2027-08,1468.1206852205041,849.7373269122825,618.3833583082217,225978.23715163377
131,2027-09,1468.1206852205041,847.4183893186266,620.7022959018775,225357.5348557319
132,2027-10,1468.1206852205041,845.0907557089946,623.0299295115095,224734.5049262204
133,2027-11,1468.1206852205041,842.7543934733264,625.3662917471777,224109.13863447323
134,2027-12,1468.1206852205041,840.4092698792746,627.7114153412296,223481.427219132
135,2028-01,1468.1206852205041,838.0553520717449,630.0653331487592,222851.36188598323
136,2028-02,1468.1206852205041,835.6926070724371,632.428078148067,222218.93380783516
137,2028-03,1468.1206852205041,833.3210017793818,634.7996834411223,221584.13412439404
138,2028-04,1468.1206852205041,830.9405029664777,637.1801822540265,220946.95394214
139,2028-05,1468.1206852205041,828.551077283025,639.5696079374791,220307.38433420254
140,2028-06,1468.1206852205041,826.1526912532595,641.9679939672446,219665.4163402353
141,2028-07,1468.1206852205041,823.7453112758824,644.3753739446217,219021.0409662907
142,2028-08,1468.1206852205041,821.32890362359,646.7917815969141,218374.24918469376
143,2028-08,1468.1206852205041,818.9034344426016,649.2172507779026,217725.03193391586
144,2028-09,1468.1206852205041,816.4688697521844,651.6518154683197,217073.38011844753
145,2028-10,1468.1206852205041,814.0251754441782,654.0955097763259,216419.2846086712
146,2028-11,1468.1206852205041,811.572317282517,656.5483679379871,215762.7362407332
147,2028-12,1468.1206852205041,809.1102609027495,659.0104243177547,215103.72581641545
148,2029-01,1468.1206852205041,806.6389718115579,661.4817134089462,214442.2441030065
149,2029-02,1468.1206852205041,804.1584153862743,663.9622698342298,213778.28183317225
150,2029-03,1468.1206852205041,801.6685568743959,666.4521283461082,213111.82970482614
151,2029-04,1468.1206852205041,799.169361393098,668.9513238274061,212442.87838099874
152,2029-05,1468.1206852205041,796.6607939287452,671.4598912917589,211771.41848970696
153,2029-06,1468.1206852205041,794.1428193364011,673.977865884103,211097.44062382285
154,2029-07,1468.1206852205041,791.6154023393357,676.5052828811685,210420.93534094168
155,2029-08,1468.1206852205041,789.0785075285313,679.0421776919728,209741.8931632497
156,2029-09,1468.1206852205041,786.5320993621864,681.5885858583177,209060.3045773914
157,2029-10,1468.1206852205041,783.9761421652177,684.1445430552865,208376.1600343361
158,2029-11,1468.1206852205041,781.4106001287603,686.7100850917438,207689.44994924436
159,2029-12,1468.1206852205041,778.8354373096663,689.2852479108378,207000.16470133353
160,2030-01,1468.1206852205041,776.2506176300008,691.8700675905034,206308.29463374303
161,2030-02,1468.1206852205041,773.6561048765363,694.4645803439678,205613.83005339906
162,2030-03,1468.1206852205041,771.0518627002464,697.0688225202578,204916.7612308788
163,2030-04,1468.1206852205041,768.4378546157955,699.6828306047087,204217.0784002741
164,2030-05,1468.1206852205041,765.8140440010278,702.3066412194763,203514.77175905462
165,2030-06,1468.1206852205041,763.1803940964548,704.9402911240493,202809.83146793058
166,2030-07,1468.1206852205041,760.5368680047396,707.5838172157645,202102.24765071482
167,2030-08,1468.1206852205041,757.8834286901806,710.2372565303235,201392.0103941845
168,2030-09,1468.1206852205041,755.2200389781918,712.9006462423123,200679.1097479422
169,2030-10,1468.1206852205041,752.5466615547832,715.5740236657209,199963.53572427647
170,2030-11,1468.1206852205041,749.8632589660367,718.2574262544674,199245.278298022
171,2030-12,1468.1206852205041,747.1697936175824,720.9508916029217,198524.32740641906
172,2031-01,1468.1206852205041,744.4662277740715,723.6544574464326,197800.67294897264
173,2031-02,1468.1206852205041,741.7525235586473,726.3681616618568,197074.30478731077
174,2031-03,1468.1206852205041,739.0286429524153,729.0920422680888,196345.2127450427
175,2031-04,1468.1206852205041,736.29454779391,731.8261374265941,195613.3866076161
176,2031-05,1468.1206852205041,733.5501997785603,734.5704854419438,194878.81612217415
177,2031-06,1468.1206852205041,730.795560458153,737.3251247623512,194141.4909974118
178,2031-07,1468.1206852205041,728.0305912402943,740.0900939802099,193401.40090343158
179,2031-08,1468.1206852205041,725.2552533878684,742.8654318326357,192658.53547159894
180,2031-09,1468.1206852205041,722.469508018496,745.6511772020082,191912.88429439694
181,2031-10,1468.1206852205041,719.6733161039884,748.4473691165157,191164.43692528043
182,2031-11,1468.1206852205041,716.8666384698016,751.2540467507025,190413.18287852974
183,2031-12,1468.1206852205041,714.0494357944865,754.0712494260176,189659.11162910372
184,2032-01,1468.1206852205041,711.2216686091389,756.8990166113653,188902.21261249235
185,2032-02,1468.1206852205041,708.3832972968463,759.7373879236578,188142.47522456868
186,2032-03,1468.1206852205041,705.5342820921326,762.5864031283716,187379.8888214403
187,2032-04,1468.1206852205041,702.6745830804011,765.446102140103,186614.44271930022
188,2032-05,1468.1206852205041,699.8041601973758,768.3165250231283,185846.12619427708
189,2032-06,1468.1206852205041,696.922973228539,771.1977119919651,185074.92848228512
190,2032-07,1468.1206852205041,694.0309818085692,774.0897034119349,184300.83877887318
191,2032-08,1468.1206852205041,691.1281454207744,776.9925397997297,183523.84623907343
192,2032-09,1468.1206852205041,688.2144233965254,779.9062618239788,182743.93997724945
193,2032-10,1468.1206852205041,685.2897749146854,782.8309103058187,181961.10906694364
194,2032-11,1468.1206852205041,682.3541590010386,785.7665262194655,181175.34254072417
195,2032-12,1468.1206852205041,679.4075345277156,788.7131506927885,180386.6293900314
196,2033-01,1468.1206852205041,676.4498602126176,791.6708250078865,179594.9585650235
197,2033-02,1468.1206852205041,673.481094618838,794.6395906016661,178800.31897442183
198,2033-03,1468.1206852205041,670.5011961540819,797.6194890664223,178002.6994853554
199,2033-04,1468.1206852205041,667.5101230700827,800.6105621504214,177202.08892320498
200,2033-05,1468.1206852205041,664.5078334620187,803.6128517584855,176398.4760714465
201,2033-06,1468.1206852205041,661.4942852679243,806.6263999525798,175591.84967149392
202,2033-07,1468.1206852205041,658.4694362681022,809.6512489524019,174782.19842254152
203,2033-08,1468.1206852205041,655.4332440845307,812.6874411359735,173969.51098140556
204,2033-09,1468.1206852205041,652.3856661802708,815.7350190402333,173153.77596236533
205,2033-10,1468.1206852205041,649.3266598588699,818.7940253616342,172334.9819370037
206,2033-11,1468.1206852205041,646.2561822637639,821.8645029567402,171513.11743404696
207,2033-12,1468.1206852205041,643.174190377676,824.9464948428281,170688.17093920414
208,2034-01,1468.1206852205041,640.0806410220155,828.0400441984887,169860.13089500566
209,2034-02,1468.1206852205041,636.9754908562712,831.1451943642329,169028.9857006414
210,2034-03,1468.1206852205041,633.8586963774053,834.2619888430988,168194.72371179832
211,2034-04,1468.1206852205041,630.7302139192436,837.3904713012605,167357.33324049704
212,2034-05,1468.1206852205041,627.5899996518639,840.5306855686403,166516.8025549284
213,2034-06,1468.1206852205041,624.4380095809815,843.6826756395226,165673.1198792889
214,2034-07,1468.1206852205041,621.2741995473333,846.8464856731708,164826.27339361573
215,2034-07,1468.1206852205041,618.098525226059,850.0221599944451,163976.2512336213
216,2034-08,1468.1206852205041,614.9109421260798,853.2097430944243,163123.04149052687
217,2034-09,1468.1206852205041,611.7114055894757,856.4092796310284,162266.63221089586
218,2034-10,1468.1206852205041,608.4998707908594,859.6208144296447,161407.0113964662
219,2034-11,1468.1206852205041,605.2762927367482,862.8443924837559,160544.16700398244
220,2034-12,1468.1206852205041,602.0406262649341,866.08005895557,159678.08694502688
221,2035-01,1468.1206852205041,598.7928260438508,869.3278591766533,158808.75908585024
222,2035-02,1468.1206852205041,595.5328465719384,872.5878386485657,157936.17124720168
223,2035-03,1468.1206852205041,592.2606421770063,875.8600430434979,157060.31120415818
224,2035-04,1468.1206852205041,588.9761670155931,879.144518204911,156181.16668595327
225,2035-05,1468.1206852205041,585.6793750723248,882.4413101481794,155298.72537580508
226,2035-06,1468.1206852205041,582.370220159269,885.7504650612351,154412.97491074385
227,2035-07,1468.1206852205041,579.0486559152895,889.0720293052146,153523.90288143864
228,2035-08,1468.1206852205041,575.7146358053949,892.4060494151092,152631.49683202352
229,2035-09,1468.1206852205041,572.3681131200882,895.7525721004159,151735.7442599231
230,2035-10,1468.1206852205041,569.0090409747116,899.1116442457925,150836.6326156773
231,2035-11,1468.1206852205041,565.6373723087898,902.4833129117143,149934.1493027656
232,2035-12,1468.1206852205041,562.253059885371,905.8676253351331,149028.28167743047
233,2036-01,1468.1206852205041,558.8560562903642,909.2646289301399,148119.01704850033
234,2036-02,1468.1206852205041,555.4463139318763,912.6743712886279,147206.3426772117
235,2036-03,1468.1206852205041,552.0237850395439,916.0969001809602,146290.24577703074
236,2036-04,1468.1206852205041,548.5884216638652,919.5322635566389,145370.7135134741
237,2036-05,1468.1206852205041,545.1401756755279,922.9805095449763,144447.7330039291
238,2036-06,1468.1206852205041,541.6789987647342,926.44168645577,143521.29131747334
239,2036-07,1468.1206852205041,538.204842440525,929.9158427799791,142591.37547469337
240,2036-08,1468.1206852205041,534.7176580301001,933.403027190404,141657.97244750298
241,2036-09,1468.1206852205041,531.2173966781362,936.9032885423679,140721.0691589606
242,2036-10,1468.1206852205041,527.7040093461022,940.4166758744019,139780.6524830862
243,2036-11,1468.1206852205041,524.1774468115732,943.9432384089309,138836.70924467724
244,2036-12,1468.1206852205041,520.6376596675397,947.4830255529645,137889.22621912428
245,2037-01,1468.1206852205041,517.084598321716,951.0360868987881,136938.19013222549
246,2037-02,1468.1206852205041,513.5182129958456,954.6024722246585,135983.58766000083
247,2037-03,1468.1206852205041,509.9384537250031,958.182231495501,135025.40542850533
248,2037-04,1468.1206852205041,506.34527035689496,961.7754148636092,134063.63001364173
249,2037-05,1468.1206852205041,502.73861255115645,965.3820726693477,133098.2479409724
250,2037-06,1468.1206852205041,499.11842977864643,969.0022554418576,132129.24568553054
251,2037-07,1468.1206852205041,495.4846713207395,972.6360138997646,131156.60967163078
252,2037-08,1468.1206852205041,491.8372862686154,976.2833989518888,130180.3262726789
253,2037-09,1468.1206852205041,488.17622352254585,979.9444616979583,129200.38181098094
254,2037-10,1468.1206852205041,484.5014317911785,983.6192534293257,128216.76255755161
255,2037-11,1468.1206852205041,480.81285959081856,987.3078256296856,127229.45473192193
256,2037-12,1468.1206852205041,477.1104552447072,991.0102299757968,126238.44450194613
257,2038-01,1468.1206852205041,473.39416688229795,994.7265183382062,125243.71798360792
258,2038-02,1468.1206852205041,469.66394243852966,998.4567427819745,124245.26124082594
259,2038-03,1468.1206852205041,465.91972965309725,1002.2009555674069,123243.06028525854
260,2038-04,1468.1206852205041,462.1614760697195,1005.9592091507845,122237.10107610776
261,2038-05,1468.1206852205041,458.3891290354041,1009.7315561851001,121227.36951992266
262,2038-06,1468.1206852205041,454.60263569971,1013.5180495207942,120213.85147040187
263,2038-07,1468.1206852205041,450.801943014007,1017.3187422064971,119196.53272819538
264,2038-08,1468.1206852205041,446.98699773073264,1021.1336874897715,118175.39904070561
265,2038-09,1468.1206852205041,443.157746402646,1024.9629388178582,117150.43610188775
266,2038-10,1468.1206852205041,439.3141353820791,1028.806549838425,116121.62955204933
267,2038-11,1468.1206852205041,435.45611082018496,1032.6645744003192,115088.96497764901
268,2038-12,1468.1206852205041,431.5836186661838,1036.5370665543203,114052.4279110947
269,2039-01,1468.1206852205041,427.6966046666051,1040.424080553899,113012.0038305408
270,2039-02,1468.1206852205041,423.79501436452796,1044.325670855976,111967.67815968482
271,2039-03,1468.1206852205041,419.87879309881805,1048.241892121686,110919.43626756313
272,2039-04,1468.1206852205041,415.9478860033617,1052.1727992171425,109867.26346834599
273,2039-05,1468.1206852205041,412.00223800629743,1056.1184472142068,108811.14502113179
274,2039-06,1468.1206852205041,408.04179382924417,1060.07889139126,107751.06612974053
275,2039-07,1468.1206852205041,404.066497986527,1064.0541872339772,106687.01194250655
276,2039-08,1468.1206852205041,400.0762947843995,1068.0443904361045,105618.96755207045
277,2039-09,1468.1206852205041,396.07112832026417,1072.04955690024,104546.91799517021
278,2039-10,1468.1206852205041,392.0509424818883,1076.0697427386158,103470.84825243159
279,2039-11,1468.1206852205041,388.01568094661843,1080.1050042738857,102390.74324815771
280,2039-12,1468.1206852205041,383.9652871805914,1084.1553980399126,101306.5878501178
281,2040-01,1468.1206852205041,379.8997044379417,1088.2209807825625,100218.36686933524
282,2040-01,1468.1206852205041,375.81887576000713,1092.301809460497,99126.06505987475
283,2040-03,1468.1206852205041,371.72274397453026,1096.397941245974,98029.66711862877
284,2040-03,1468.1206852205041,367.61125169485786,1100.5094335256463,96929.15768510313
285,2040-04,1468.1206852205041,363.4843413191367,1104.6363439013674,95824.52134120176
286,2040-05,1468.1206852205041,359.3419550295066,1108.7787301909975,94715.74261101076
287,2040-06,1468.1206852205041,355.18403479129034,1112.9366504292138,93602.80596058155
288,2040-07,1468.1206852205041,351.0105223521808,1117.1101628683232,92485.69579771323
289,2040-08,1468.1206852205041,346.8213592414246,1121.2993259790796,91364.39647173414
290,2040-09,1468.1206852205041,342.616486769003,1125.504198451501,90238.89227328265
291,2040-10,1468.1206852205041,338.3958460248099,1129.7248391956941,89109.16743408695
292,2040-11,1468.1206852205041,334.15937787782605,1133.961307342678,87975.20612674428
293,2040-12,1468.1206852205041,329.907022975291,1138.213662245213,86836.99246449907
294,2041-01,1468.1206852205041,325.6387217418715,1142.4819634786327,85694.51050102044
295,2041-02,1468.1206852205041,321.3544143788267,1146.7662708416774,84547.74423017877
296,2041-03,1468.1206852205041,317.05404086317037,1151.0666443573336,83396.67758582144
297,2041-04,1468.1206852205041,312.7375409468304,1155.3831442736737,82241.29444154777
298,2041-05,1468.1206852205041,308.4048541558041,1159.7158310647,81081.57861048306
299,2041-06,1468.1206852205041,304.0559197893115,1164.0647654311927,79917.51384505187
300,2041-07,1468.1206852205041,299.6906769189445,1168.4300083015596,78749.08383675032
301,2041-08,1468.1206852205041,295.3090643878137,1172.8116208326906,77576.27221591762
302,2041-09,1468.1206852205041,290.9110208096911,1177.209664410813,76399.06255150681
303,2041-10,1468.1206852205041,286.49648456815055,1181.6242006523535,75217.43835085446
304,2041-11,1468.1206852205041,282.0653938157042,1186.0552914047998,74031.38305944965
305,2041-12,1468.1206852205041,277.6176864729362,1190.502998747568,72840.88006070208
306,2042-01,1468.1206852205041,273.1533002276328,1194.9673849928713,71645.91267570922
307,2042-02,1468.1206852205041,268.67217253390953,1199.4485126865945,70446.46416302263
308,2042-03,1468.1206852205041,264.1742406113348,1203.9464446091692,69242.51771841345
309,2042-04,1468.1206852205041,259.65944144405046,1208.4612437764536,68034.056474637
310,2042-05,1468.1206852205041,255.12771177988873,1212.9929734406155,66821.06350119638
311,2042-06,1468.1206852205041,250.5789881294864,1217.5416970910178,65603.52180410536
312,2042-07,1468.1206852205041,246.0132067653951,1222.107478455109,64381.41432565025
313,2042-08,1468.1206852205041,241.43030372118844,1226.6903814993157,63154.72394415094
314,2042-09,1468.1206852205041,236.830214790566,1231.290470429938,61923.433473721
315,2042-10,1468.1206852205041,232.21287552645376,1235.9078096940505,60687.52566402695
316,2042-11,1468.1206852205041,227.57822124010104,1240.542463980403,59446.98320004655
317,2042-12,1468.1206852205041,222.92618700017454,1245.1944982203295,58201.78870182622
318,2043-01,1468.1206852205041,218.25670763184831,1249.8639775886559,56951.924724237564
319,2043-02,1468.1206852205041,213.56971771589085,1254.5509675046133,55697.37375673295
320,2043-03,1468.1206852205041,208.86515158774856,1259.2555336327555,54438.118223100195
321,2043-04,1468.1206852205041,204.14294333662573,1263.9777418838785,53174.14048121632
322,2043-05,1468.1206852205041,199.4030268045612,1268.7176584159429,51905.42282280037
323,2043-06,1468.1206852205041,194.64533558550139,1273.4753496350027,50631.94747316537
324,2043-07,1468.1206852205041,189.86980302437013,1278.250882196134,49353.69659096924
325,2043-08,1468.1206852205041,185.07636221613464,1283.0443230043695,48070.65226796487
326,2043-09,1468.1206852205041,180.26494600486825,1287.8557392156358,46782.79652874923
327,2043-10,1468.1206852205041,175.4354869828096,1292.6851982376945,45490.111330511536
328,2043-11,1468.1206852205041,170.58791748941826,1297.5327677310859,44192.57856278045
329,2043-12,1468.1206852205041,165.72216961042668,1302.3985156100775,42890.180047170375
330,2044-01,1468.1206852205041,160.8381751768889,1307.2825100436153,41582.89753712676
331,2044-02,1468.1206852205041,155.93586576422533,1312.1848194562788,40270.71271767048
332,2044-03,1468.1206852205041,151.0151726912643,1317.1055125292398,38953.60720514124
333,2044-04,1468.1206852205041,146.07602701927965,1322.0446582012246,37631.56254694002
334,2044-05,1468.1206852205041,141.11835955102507,1327.002325669479,36304.56022127054
335,2044-06,1468.1206852205041,136.14210082976453,1331.9785843907396,34972.581636879804
336,2044-07,1468.1206852205041,131.14718113829926,1336.973504082205,33635.6081327976
337,2044-08,1468.1206852205041,126.13353049799099,1341.9871547225132,32293.620978075087
338,2044-09,1468.1206852205041,121.10107866778156,1347.0196065527225,30946.601371522363
339,2044-10,1468.1206852205041,116.04975514320886,1352.0709300772953,29594.53044144507
340,2044-11,1468.1206852205041,110.979489155419,1357.141196065085,28237.389245379985
341,2044-12,1468.1206852205041,105.89020967017494,1362.2304755503292,26875.158769829657
342,2045-01,1468.1206852205041,100.7818453868612,1367.3388398336429,25507.819929996014
343,2045-02,1468.1206852205041,95.65432473748506,1372.4663604830191,24135.353569512994
344,2045-03,1468.1206852205041,90.50757588567373,1377.6131093348304,22757.740460178164
345,2045-04,1468.1206852205041,85.3415267256681,1382.779158494836,21374.96130168333
346,2045-05,1468.1206852205041,80.15610488131247,1387.9645803391916,19986.996721344138
347,2045-06,1468.1206852205041,74.95123770504051,1393.1694475154636,18593.827273828676
